Date,pH,Turbidity,TSS,FRC,Conductivity,TDS,Total_Hardness,Calcium_Hardness,Magnesium_Hardness,Chlorides,Ortho_PO4,Total_Iron,SS,Sulphate,Silica,Total_PO4,Total_Alkalinity,P_Alkalinity,PO4
2023-09-07,7.48,35.0,,0.4,1428.0,964.0,690.0,328.0,362.0,322.0,5.9,0.5,,,120.0,,,,
2023-09-08,7.73,26.0,,,2268.0,1520.0,714.0,357.0,357.0,398.0,6.5,0.7,,,184.0,,,,
2023-09-08,7.52,37.0,,0.5,1396.0,935.0,636.0,310.0,326.0,311.0,5.8,0.5,,,116.0,,,,
2023-09-09,7.69,22.0,,,2074.0,1390.0,733.0,369.0,364.0,391.0,6.2,0.7,,,188.0,,,,
2023-09-09,7.63,33.0,,0.5,1485.0,995.0,617.0,295.0,322.0,289.0,5.4,0.5,,,111.0,,,,
2023-09-11,7.69,18.0,,,1500.0,1005.0,594.0,275.0,319.0,326.0,5.3,0.5,,,129.0,,,,
2023-09-11,6.92,16.0,,,2240.0,1501.0,757.0,365.0,392.0,391.0,6.4,0.6,,,179.0,,,,
2023-09-12,7.45,20.0,,,2209.0,1480.0,768.0,372.0,396.0,398.0,6.0,0.6,,,189.0,,,,
2023-09-12,7.78,19.0,,0.1,1489.0,998.0,605.0,283.0,322.0,297.0,5.5,0.5,,,121.0,,,,
2023-09-13,7.41,17.0,,,2365.0,1585.0,760.0,376.0,384.0,405.0,6.2,0.7,,,182.0,,,,
2023-09-13,7.65,19.0,,0.1,1464.0,981.0,598.0,279.0,319.0,311.0,5.1,0.5,,,125.0,,,,
2023-09-14,7.81,21.0,,0.2,2011.0,1348.0,768.0,365.0,403.0,383.0,6.1,0.6,,,174.0,,,,
2023-09-14,7.64,17.0,,0.1,,914.0,609.0,291.0,318.0,304.0,5.3,0.5,,,120.0,,,,
2023-09-15,7.72,24.0,,0.3,2150.0,1427.0,776.0,396.0,380.0,376.0,6.0,0.6,,,179.0,,,,
2023-09-15,8.1,15.0,,,1348.0,903.0,582.0,268.0,314.0,318.0,5.3,0.5,,,126.0,,,,
2023-09-16,7.13,20.0,,0.6,1940.0,1300.0,768.0,380.0,388.0,391.0,5.8,0.7,,,193.0,,,,
2023-09-16,7.94,14.0,,,1210.0,811.0,582.0,256.0,326.0,304.0,5.1,0.4,,,113.0,,,,
2023-09-18,7.69,23.0,,,,975.0,586.0,248.0,338.0,304.0,5.2,0.5,,,129.0,,,,
2023-09-18,7.56,20.0,,0.3,1985.0,1330.0,811.0,384.0,427.0,362.0,5.1,0.7,,,193.0,,,,
2023-09-19,7.64,22.0,,0.2,2020.0,1350.0,820.0,390.0,430.0,354.0,5.3,0.7,,,187.0,,,,
2023-09-19,7.54,24.0,,,1488.0,992.0,573.0,240.0,333.0,300.0,5.5,0.5,,,126.0,,,,
2023-09-20,7.58,16.0,,0.4,1287.0,862.0,590.0,252.0,338.0,297.0,5.4,0.4,,,127.0,,,,
2023-09-20,7.24,30.0,,0.7,1703.0,1141.0,795.0,392.0,403.0,369.0,5.3,0.7,,,189.0,,,,
2023-09-21,7.75,18.0,,0.5,1330.0,891.0,598.0,248.0,350.0,311.0,5.2,0.5,,,119.0,,,,
2023-09-21,7.25,41.0,,0.6,1752.0,1174.0,803.0,376.0,427.0,376.0,5.6,0.6,,,178.0,,,,
2023-09-22,7.9,24.0,,,1330.0,891.0,594.0,241.0,353.0,305.0,5.1,0.5,,,131.0,,,,
2023-09-22,7.28,42.0,,0.7,1731.0,1160.0,799.0,380.0,419.0,369.0,5.2,0.6,,,182.0,,,,
2023-09-23,7.4,41.0,,,1789.0,1199.0,795.0,388.0,407.0,362.0,5.4,0.6,,,188.0,,,,
2023-09-23,7.6,17.0,,,1419.0,951.0,590.0,252.0,338.0,289.0,5.3,0.4,,,125.0,,,,
2023-09-25,7.56,38.0,,,1686.0,1130.0,757.0,369.0,388.0,311.0,5.0,0.6,,,163.0,,,,
2023-09-25,7.76,15.0,,,1410.0,945.0,586.0,237.0,349.0,282.0,4.5,0.2,,,135.0,,,,
2023-09-26,7.62,18.0,,,1440.0,965.0,590.0,244.0,346.0,289.0,5.0,0.3,,,132.0,,,,
2023-09-26,7.44,42.0,,0.4,1564.0,1048.0,764.0,376.0,388.0,347.0,5.1,0.6,,,178.0,,,,
2023-09-27,7.74,45.0,,0.7,1583.0,1061.0,784.0,384.0,400.0,369.0,5.3,0.6,,,186.0,,,,
2023-09-27,7.37,15.0,,,,1032.0,578.0,233.0,345.0,304.0,5.3,0.3,,,139.0,,,,
2023-09-29,8.14,15.0,,,1728.0,1158.0,613.0,229.0,384.0,318.0,4.9,0.4,,,121.0,,,,
2023-09-29,7.12,61.0,,0.8,1957.0,1311.0,792.0,392.0,400.0,376.0,5.2,0.7,,,172.0,,,,
2023-09-30,7.95,19.0,,0.9,1723.0,1155.0,594.0,225.0,369.0,326.0,5.0,0.3,,,123.0,,,,
2023-09-30,7.21,59.0,,0.6,2064.0,1383.0,795.0,380.0,415.0,362.0,5.1,0.6,,,178.0,,,,
2023-10-30,8.11,20.0,,,1701.0,1140.0,655.0,255.0,400.0,302.0,4.5,0.5,,,168.0,,,,
2023-10-30,7.58,44.0,,,2340.0,1568.0,859.0,325.0,534.0,302.0,3.5,0.5,,,164.0,,,,
2023-10-31,8.26,22.0,,,1731.0,1160.0,651.0,217.0,434.0,287.0,4.3,0.5,,,162.0,,,,
2023-10-31,7.52,35.0,,,2268.0,1520.0,841.0,312.0,529.0,280.0,3.7,0.5,,,158.0,,,,
2023-11-01,8.7,22.0,,,1840.0,1233.0,719.0,253.0,466.0,295.0,4.4,0.6,,,176.0,,,,
2023-11-01,7.83,21.0,,,2093.0,1401.0,823.0,312.0,511.0,266.0,3.1,0.7,,,158.0,,,,
2023-11-02,7.84,61.0,,,2181.0,1558.0,809.0,303.0,506.0,280.0,3.3,0.6,,,162.0,,,,
2023-11-02,7.98,28.0,,,1791.0,1200.0,701.0,240.0,461.0,273.0,4.7,0.6,,,169.0,,,,
2023-11-03,8.26,23.0,,,1655.0,1109.0,687.0,339.0,348.0,266.0,5.2,0.5,,,172.0,,,,
2023-11-03,7.67,21.0,,,2131.0,1428.0,777.0,402.0,375.0,287.0,3.5,0.5,,,158.0,,,,
2023-11-04,8.73,25.0,,,1575.0,1055.0,704.0,334.0,370.0,275.0,4.8,0.5,,,167.0,,,,
2023-11-04,7.7,26.0,,,1962.0,1315.0,818.0,378.0,440.0,311.0,3.8,0.5,,,186.0,,,,
2023-11-06,8.12,52.0,,,1716.0,1150.0,717.0,330.0,387.0,275.0,4.2,0.5,,,176.0,,,,
2023-11-06,7.76,35.0,,,2015.0,1350.0,840.0,383.0,457.0,282.0,3.5,0.5,,,181.0,,,,
2023-11-07,8.67,35.0,,,1672.0,1120.0,730.0,352.0,378.0,260.0,4.0,0.5,,,168.0,,,,
2023-11-07,7.9,22.0,,,1963.0,1315.0,845.0,378.0,467.0,275.0,3.4,0.5,,,188.0,,,,
2023-11-08,8.72,32.0,,,1628.0,1091.0,717.0,343.0,374.0,267.0,4.1,0.5,,,171.0,,,,
2023-11-08,7.26,33.0,,,2119.0,1420.0,849.0,365.0,484.0,260.0,3.3,0.5,,,175.0,,,,
2023-11-09,8.54,25.0,,,1611.0,1080.0,726.0,334.0,392.0,282.0,4.0,0.5,,,166.0,,,,
2023-11-09,7.88,19.0,,,1954.0,1309.0,858.0,378.0,480.0,282.0,3.5,0.5,,,179.0,,,,
2023-11-10,7.5,46.0,,0.7,1934.0,1296.0,836.0,453.0,383.0,289.0,3.3,0.5,,,162.0,,,,
2023-11-10,8.21,24.0,,,1488.0,997.0,717.0,334.0,383.0,246.0,3.9,0.5,,,156.0,,,,
2023-11-11,8.35,27.0,,,1490.0,998.0,673.0,334.0,339.0,231.0,3.2,0.5,,,163.0,,,,
2023-11-11,7.4,69.0,,,2034.0,1363.0,836.0,453.0,383.0,246.0,3.5,,,,152.0,,,,
2023-11-17,7.67,30.0,,,1410.0,945.0,827.0,427.0,400.0,253.0,3.5,0.5,,,144.0,,,,
2023-11-17,7.7,20.0,,,1292.0,866.0,717.0,348.0,369.0,224.0,4.0,0.5,,,42.0,,,,
2023-11-20,7.65,13.0,,,1504.0,1008.0,845.0,444.0,401.0,246.0,3.3,0.5,,,134.0,,,,
2023-11-20,7.56,22.0,,,1418.0,950.0,781.0,334.0,447.0,253.0,3.5,0.5,,,,,,,
2023-11-21,7.86,24.0,,,1291.0,865.0,752.0,326.0,426.0,246.0,3.3,0.5,,,3.4,,,,
2023-11-21,7.33,22.0,,,1381.0,925.0,827.0,440.0,387.0,253.0,3.1,0.5,,,141.0,,,,
2023-11-22,7.41,37.0,,,1254.0,840.0,757.0,317.0,440.0,239.0,2.9,0.5,,,3.1,,,,
2023-11-22,7.11,41.0,,,1204.0,790.0,818.0,444.0,374.0,239.0,2.9,0.5,,,139.0,,,,
2023-11-23,7.49,35.0,,,1291.0,865.0,770.0,321.0,449.0,239.0,3.2,0.5,,,29.0,,,,
2023-11-23,7.29,24.0,,,1037.0,695.0,858.0,449.0,409.0,246.0,3.2,0.5,,,246.0,,,,
2023-11-24,8.9,36.0,,,1365.0,915.0,796.0,334.0,462.0,253.0,3.6,0.5,,,360.0,,,,
2023-11-24,7.99,59.0,,,919.0,616.0,937.0,532.0,405.0,224.0,3.2,0.5,,,124.0,,,,
2023-11-28,7.58,86.0,,,1210.0,811.0,968.0,524.0,444.0,253.0,3.4,0.5,,,149.0,,,,
2023-11-28,8.31,36.0,,,1416.0,949.0,814.0,365.0,449.0,253.0,3.1,0.5,,,,,,,
2023-11-29,7.75,115.0,,,1260.0,844.0,950.0,532.0,418.0,239.0,3.1,0.5,,,141.0,,,,
2023-11-29,8.26,42.0,,,1470.0,985.0,805.0,370.0,435.0,275.0,3.3,0.5,,,77.0,,,,
2023-11-30,7.79,30.0,,,1388.0,930.0,796.0,356.0,440.0,253.0,3.2,0.5,,,65.0,,,,
2023-11-30,7.45,70.0,,,2054.0,1376.0,968.0,541.0,427.0,231.0,3.3,0.5,,,145.0,,,,
2023-12-01,7.38,79.0,,,1934.0,1296.0,1082.0,629.0,453.0,217.0,3.8,0.5,,,138.0,,,,
2023-12-01,8.77,64.0,,,1739.0,1165.0,845.0,392.0,453.0,275.0,3.1,0.5,,,61.0,,,,
2023-12-02,8.61,45.0,,,1858.0,1245.0,906.0,444.0,462.0,296.0,2.8,0.5,,,57.0,,,,
2023-12-02,7.42,50.0,,,2054.0,1376.0,1008.0,576.0,432.0,246.0,4.2,0.5,,,143.0,,,,
2023-12-04,8.19,29.0,,,2239.0,1500.0,999.0,550.0,449.0,224.0,4.1,0.5,,,160.0,,,,
2023-12-04,8.22,43.0,,,1850.0,1240.0,884.0,466.0,418.0,282.0,3.0,0.5,,,66.0,,,,
2023-12-06,7.12,54.0,,0.9,1982.0,1328.0,1047.0,590.0,457.0,231.0,4.0,0.5,,,133.0,,,,
2023-12-06,8.24,30.0,,,1805.0,1210.0,889.0,475.0,414.0,289.0,3.0,0.5,,,49.0,,,,
2023-12-14,7.21,32.0,,0.6,1820.0,1220.0,950.0,537.0,413.0,244.0,4.4,0.5,,,151.0,,,,
2023-12-14,7.27,24.0,,,1546.0,1036.0,862.0,506.0,356.0,274.0,3.7,0.5,,,89.0,,,,
2023-12-15,7.09,40.0,,0.5,1715.0,1176.0,937.0,546.0,391.0,252.0,4.2,0.5,,,148.0,,,,
2023-12-15,7.19,53.0,,,1685.0,1129.0,876.0,537.0,339.0,303.0,3.9,0.5,,,91.0,,,,
2023-12-16,7.46,45.0,,0.5,1910.0,1280.0,928.0,537.0,391.0,244.0,4.3,0.5,,,150.0,,,,
2023-12-16,5.72,60.0,,,1910.0,1230.0,867.0,528.0,339.0,289.0,4.0,0.5,,,90.0,,,,
2023-12-18,7.1,46.0,,0.3,1611.0,1080.0,937.0,48.0,889.0,289.0,4.0,0.5,,,139.0,,,,
2023-12-18,7.42,51.0,,,1568.0,1051.0,871.0,532.0,339.0,244.0,3.9,0.5,,,86.0,,,,
2023-12-19,7.56,49.0,,,1432.0,960.0,929.0,575.0,354.0,259.0,3.7,0.5,,,88.0,,,,
2023-12-19,7.4,50.0,,0.8,1507.0,1010.0,1035.0,731.0,304.0,289.0,3.8,0.5,,,142.0,,,,
2023-12-20,7.2,70.0,,0.9,1478.0,990.0,966.0,653.0,313.0,252.0,4.1,0.5,,,138.0,,,,
2023-12-20,8.1,43.0,,,1409.0,944.0,980.0,607.0,373.0,244.0,4.0,0.5,,,82.0,,,,
2023-12-21,7.88,45.0,,,1314.0,881.0,957.0,598.0,359.0,252.0,4.2,0.5,,,89.0,,,,
2023-12-21,6.88,61.0,,0.8,1407.0,943.0,975.0,644.0,331.0,259.0,4.0,0.5,,,140.0,,,,
2023-12-22,8.2,44.0,,,1256.0,842.0,966.0,584.0,382.0,274.0,3.8,0.5,,,82.0,,,,
2023-12-22,7.39,65.0,,0.8,1658.0,1111.0,1017.0,658.0,359.0,274.0,3.8,0.5,,,132.0,,,,
2023-12-23,7.8,35.0,,,1294.0,837.0,998.0,609.0,389.0,252.0,3.5,0.5,,,79.0,,,,
2023-12-23,7.89,61.0,,,1697.0,1018.0,1040.0,630.0,410.0,311.0,4.6,0.5,,,138.0,,,,
2023-12-25,7.8,49.0,,,1294.0,867.0,994.0,589.0,405.0,244.0,3.5,0.5,,,78.0,,,,
2023-12-25,8.64,98.0,,,1422.0,953.0,865.0,524.0,341.0,289.0,4.2,0.5,,,135.0,,,,
2023-12-26,7.9,78.0,,,1413.0,947.0,851.0,501.0,350.0,311.0,4.3,0.5,,,141.0,,,,
2023-12-26,8.17,49.0,,,1476.0,989.0,975.0,580.0,395.0,266.0,3.9,0.5,,,86.0,,,,
2023-12-27,8.44,42.0,,,1441.0,966.0,944.0,469.0,475.0,237.0,2.5,0.5,,,83.0,,,,
2023-12-27,7.54,62.0,,,1623.0,1088.0,925.0,469.0,456.0,274.0,2.0,0.5,,,138.0,,,,
2023-12-28,7.56,48.0,,,1618.0,1083.0,911.0,483.0,428.0,296.0,1.6,0.5,,,135.0,,,,
2023-12-28,7.78,34.0,,,1358.0,910.0,897.0,460.0,437.0,229.0,1.7,0.5,,,89.0,,,,
2023-12-29,7.41,42.0,,1.0,1440.0,965.0,1012.0,621.0,391.0,311.0,1.5,0.5,,,142.0,,,,
2023-12-29,7.5,33.0,,0.8,1349.0,904.0,874.0,474.0,400.0,244.0,1.4,0.5,,,85.0,,,,
2023-12-30,7.9,35.0,,,1461.0,979.0,994.0,543.0,451.0,326.0,1.7,0.5,,,121.0,,,,
2023-12-30,7.95,32.0,,0.8,1194.0,800.0,901.0,510.0,391.0,221.0,60.0,0.5,,,60.0,,,,
2024-01-01,7.56,44.0,,,1173.0,786.0,902.0,474.0,428.0,229.0,1.2,0.5,,,57.0,,,,
2024-01-01,7.16,26.0,,,1090.0,730.0,998.0,575.0,423.0,318.0,1.7,0.5,,,127.0,,,,
2024-01-02,7.12,25.0,,,1072.0,712.0,980.0,561.0,419.0,281.0,2.2,0.5,,,133.0,,,,
2024-01-02,7.72,34.0,,,1104.0,740.0,888.0,483.0,405.0,237.0,1.5,0.5,,,59.0,,,,
2024-01-03,7.66,35.0,,,1055.0,707.0,897.0,469.0,428.0,252.0,1.4,0.5,,,52.0,,,,
2024-01-03,7.7,31.0,,,939.0,629.0,989.0,578.0,411.0,296.0,1.9,0.5,,,124.0,,,,
2024-01-04,7.7,42.0,,,920.0,617.0,998.0,561.0,437.0,311.0,2.0,0.5,,,120.0,,,,
2024-01-04,7.72,31.0,,,1048.0,702.0,892.0,478.0,414.0,237.0,1.3,0.5,,,57.0,,,,
2024-01-05,8.23,36.0,,,1235.0,828.0,934.0,515.0,419.0,222.0,1.6,0.5,,,52.0,,,,
2024-01-05,7.13,41.0,,,831.0,557.0,994.0,529.0,465.0,274.0,1.7,0.5,,,123.0,,,,
2024-01-06,8.36,32.0,,0.2,1299.0,870.0,925.0,501.0,424.0,244.0,1.8,0.5,,,46.0,,,,
2024-01-06,7.05,41.0,,0.8,761.0,510.0,1012.0,557.0,455.0,296.0,1.9,0.5,,,116.0,,,,
2024-01-08,7.41,,,,671.0,450.0,322.0,143.0,179.0,59.0,2.1,0.5,,,60.0,,,,
2024-01-08,7.56,32.0,,0.4,1440.0,965.0,681.0,414.0,267.0,171.0,1.8,0.5,,,55.0,,,,
2024-01-09,7.4,46.0,,,771.0,517.0,331.0,147.0,184.0,59.0,2.0,0.5,,,66.0,,,,
2024-01-09,7.62,32.0,,0.6,1531.0,1026.0,690.0,428.0,262.0,186.0,1.5,0.5,,,49.0,,,,
2024-01-10,7.12,47.0,,,731.0,490.0,327.0,161.0,166.0,67.0,4.3,0.5,,,59.0,,,,
2024-01-10,7.9,30.0,,,1544.0,1035.0,736.0,419.0,317.0,178.0,3.9,0.5,,,53.0,,,,
2024-01-11,7.2,51.0,,,833.0,558.0,331.0,193.0,138.0,67.0,4.2,0.5,,,60.0,,,,
2024-01-11,7.58,32.0,,,1497.0,1003.0,745.0,428.0,317.0,171.0,3.8,0.5,,,55.0,,,,
2024-01-12,7.33,33.0,,,1567.0,1050.0,708.0,400.0,308.0,186.0,3.7,0.5,,,46.0,,,,
2024-01-12,7.1,46.0,,,867.0,581.0,363.0,207.0,156.0,59.0,3.5,0.5,,,48.0,,,,
2024-01-16,7.59,66.0,,,1163.0,779.0,391.0,193.0,198.0,37.0,3.3,0.5,,,46.0,,,,
2024-01-16,8.36,76.0,,,1786.0,1197.0,662.0,359.0,303.0,186.0,3.6,0.5,,,41.0,,,,
2024-01-17,7.08,66.0,,,1316.0,882.0,352.0,182.0,170.0,37.0,3.5,0.5,,,51.0,,,,
2024-01-17,7.53,47.0,,,1717.0,1151.0,619.0,339.0,280.0,193.0,3.4,0.5,,,47.0,,,,
2024-01-18,7.05,76.0,,,1370.0,918.0,356.0,187.0,169.0,37.0,3.8,0.5,,,55.0,,,,
2024-01-18,7.24,46.0,,,1710.0,1146.0,636.0,288.0,348.0,178.0,3.8,0.5,,,48.0,,,,
2024-01-19,8.65,48.0,,,1448.0,970.0,432.0,199.0,233.0,45.0,3.5,0.5,,,43.0,,,,
2024-01-19,7.69,46.0,,,1728.0,1158.0,687.0,352.0,335.0,193.0,3.3,0.5,,,42.0,,,,
2024-01-20,7.89,45.0,,,1866.0,1250.0,700.0,373.0,327.0,193.0,,0.5,,,46.0,,,,
2024-01-20,7.15,51.0,,,1466.0,982.0,475.0,212.0,263.0,37.0,3.1,0.5,,,47.0,,,,
2024-01-22,7.37,37.0,,,1624.0,1088.0,534.0,276.0,258.0,215.0,3.5,0.5,,,49.0,,,,
2024-01-22,7.57,40.0,,,1820.0,1120.0,697.0,369.0,328.0,200.0,3.9,0.5,,,40.0,,,,
2024-01-23,7.45,36.0,,,1805.0,1210.0,708.0,360.0,348.0,185.0,,0.5,,,43.0,,,,
2024-01-23,7.69,34.0,,,1671.0,1120.0,780.0,428.0,352.0,185.0,,0.5,,,62.0,,,,
2024-01-29,7.32,34.0,,,2447.0,1640.0,844.0,449.0,395.0,281.0,4.1,0.5,,,84.0,,,,
2024-01-29,7.73,36.0,,,2044.0,1370.0,738.0,360.0,378.0,192.0,3.2,0.5,,,76.0,,,,
2024-01-30,7.65,37.0,,,2010.0,1347.0,776.0,369.0,407.0,192.0,3.4,0.5,,,77.0,,,,
2024-01-30,7.11,51.0,,,2525.0,1692.0,852.0,454.0,398.0,281.0,3.9,0.5,,,76.0,,,,
2024-01-31,7.75,35.0,,,2127.0,1425.0,755.0,352.0,403.0,185.0,3.5,0.5,,,70.0,,,,
2024-01-31,7.29,53.0,,,2664.0,1785.0,845.0,449.0,396.0,259.0,4.2,0.5,,,73.0,,,,
2024-02-01,,43.0,,,2185.0,1464.0,767.0,360.0,407.0,192.0,3.7,0.5,,,65.0,,,,
2024-02-01,7.05,27.0,,,2461.0,1649.0,823.0,443.0,380.0,274.0,4.1,0.5,,,70.0,,,,
2024-02-02,7.15,43.0,,0.4,2246.0,1505.0,789.0,377.0,412.0,178.0,3.8,0.5,,,66.0,,,,
2024-02-02,7.61,20.0,,,2483.0,1664.0,793.0,407.0,386.0,259.0,3.6,0.5,,,63.0,,,,
2024-02-03,7.5,13.0,,,2263.0,1516.0,814.0,420.0,394.0,252.0,3.2,0.5,,,62.0,,,,
2024-02-03,7.2,61.0,,,2280.0,1528.0,827.0,437.0,390.0,170.0,3.2,0.5,,,58.0,,,,
2024-02-05,7.69,61.0,,,2248.0,1506.0,801.0,424.0,377.0,170.0,3.4,0.5,,,69.0,,,,
2024-02-05,7.35,12.0,,,2382.0,1596.0,852.0,437.0,415.0,215.0,2.9,0.5,,,66.0,,,,
2024-02-06,7.1,37.0,,,2120.0,1421.0,810.0,424.0,386.0,237.0,3.1,0.5,,,69.0,,,,
2024-02-06,7.57,11.0,,,1690.0,1132.0,810.0,445.0,365.0,155.0,3.9,0.5,,,61.0,,,,
2024-02-07,7.55,15.0,,,2261.0,1515.0,831.0,445.0,386.0,259.0,2.8,0.5,,,61.0,,,,
2024-02-07,7.69,62.0,,,2413.0,1617.0,831.0,488.0,343.0,185.0,3.3,0.5,,,58.0,,,,
2024-02-08,7.77,39.0,,0.5,2071.0,1388.0,750.0,428.0,322.0,252.0,2.5,0.5,,,69.0,,,,
2024-02-08,7.69,59.0,,,2185.0,1464.0,755.0,424.0,331.0,178.0,3.4,0.5,,,61.0,,,,
2024-02-09,7.51,53.0,,0.5,1968.0,1319.0,776.0,437.0,339.0,266.0,2.8,0.5,,,72.0,,,,
2024-02-09,7.33,61.0,,,2219.0,1487.0,784.0,458.0,326.0,207.0,3.1,0.5,,,57.0,,,,
2024-02-10,7.61,58.0,,,2376.0,1592.0,734.0,479.0,255.0,237.0,2.9,0.5,,,59.0,,,,
2024-02-10,7.29,39.0,,0.5,2022.0,1355.0,767.0,420.0,347.0,244.0,3.1,0.5,,,66.0,,,,
2024-02-12,7.94,75.0,,,2422.0,1623.0,776.0,445.0,331.0,259.0,3.3,0.5,,,59.0,,,,
2024-02-12,7.66,30.0,,,1673.0,1121.0,636.0,301.0,335.0,244.0,3.4,0.5,,,72.0,,,,
2024-02-13,7.19,28.0,,,1611.0,1080.0,644.0,310.0,334.0,259.0,3.1,0.5,,,68.0,,,,
2024-02-13,7.96,55.0,,,2397.0,1606.0,831.0,466.0,365.0,281.0,3.2,0.5,,,66.0,,,,
2024-02-14,7.8,55.0,,,2264.0,1517.0,797.0,432.0,365.0,252.0,2.9,0.5,,,63.0,,,,
2024-02-14,7.27,25.0,,,2094.0,1403.0,704.0,301.0,403.0,244.0,2.8,0.5,,,72.0,,,,
2024-02-15,8.14,34.0,,,2152.0,1442.0,806.0,424.0,382.0,237.0,3.1,0.5,,,60.0,,,,
2024-02-15,7.55,21.0,,,2008.0,1346.0,691.0,288.0,403.0,229.0,3.2,0.5,,,71.0,,,,
2024-02-16,8.18,35.0,,,2343.0,1570.0,852.0,437.0,415.0,259.0,2.8,0.5,,,58.0,,,,
2024-02-16,7.84,15.0,,,2034.0,1363.0,742.0,267.0,475.0,215.0,2.8,0.5,,,68.0,,,,
2024-02-20,7.41,75.0,,,2897.0,1941.0,929.0,492.0,437.0,244.0,3.1,0.5,,,61.0,,,,
2024-02-20,7.29,14.0,,,2619.0,1755.0,784.0,479.0,305.0,244.0,3.1,0.5,,,56.0,,,,
2024-02-21,7.41,24.0,,,2612.0,1750.0,810.0,471.0,339.0,222.0,3.3,0.5,,,66.0,,,,
2024-02-21,7.41,78.0,,,2373.0,1590.0,903.0,479.0,424.0,252.0,3.6,0.5,,,59.0,,,,
2024-02-22,8.05,51.0,,,2379.0,1594.0,916.0,488.0,428.0,237.0,3.4,0.5,,,53.0,,,,
2024-02-22,7.5,24.0,,,2544.0,1705.0,797.0,458.0,339.0,237.0,3.1,0.5,,,61.0,,,,
2024-02-23,7.73,37.0,,,2178.0,1459.0,873.0,500.0,373.0,259.0,3.5,0.5,,,57.0,,,,
2024-02-23,7.27,17.0,,,2878.0,1928.0,818.0,488.0,330.0,259.0,2.8,0.5,,,55.0,,,,
2024-02-26,7.76,48.0,,,2478.0,1660.0,907.0,522.0,385.0,281.0,3.9,0.5,,,68.0,,,,
2024-02-26,7.89,76.0,,,2215.0,1484.0,929.0,492.0,437.0,259.0,4.1,0.5,,,58.0,,,,
2024-02-27,7.42,46.0,,,2164.0,1450.0,954.0,522.0,432.0,281.0,4.2,0.5,,,63.0,,,,
2024-02-27,7.34,39.0,,,2508.0,1681.0,895.0,509.0,386.0,224.0,4.1,0.5,,,65.0,,,,
2024-02-28,7.4,25.0,,,2397.0,1606.0,903.0,517.0,386.0,259.0,3.9,0.5,,,63.0,,,,
2024-02-28,8.09,93.0,,,2068.0,1389.0,920.0,500.0,420.0,244.0,4.0,0.5,,,55.0,,,,
2024-02-29,7.42,26.0,,,2335.0,1565.0,912.0,522.0,390.0,281.0,4.1,0.5,,,69.0,,,,
2024-02-29,7.92,92.0,,,2066.0,1384.0,924.0,492.0,432.0,252.0,4.3,0.5,,,61.0,,,,
2024-03-01,7.12,51.0,,0.8,2582.0,1730.0,941.0,572.0,369.0,238.0,3.8,0.6,,,59.0,,,,
2024-03-01,,100.0,,,2123.0,1423.0,,,,,,0.5,,,,,,,
2024-03-02,7.66,40.0,,,2686.0,1800.0,984.0,530.0,454.0,209.0,3.1,0.7,,,55.0,,,,
2024-03-02,7.47,109.0,,,2349.0,1574.0,1001.0,589.0,412.0,252.0,4.8,0.5,,,63.0,,,,
2024-03-03,8.3,,,,328.0,220.0,136.0,89.0,47.0,36.0,1.8,0.2,,,3.2,,,,
2024-03-04,7.7,19.0,,,2805.0,1880.0,958.0,530.0,428.0,252.0,3.3,0.6,,,51.0,,,,
2024-03-04,7.56,76.0,,,2223.0,1490.0,996.0,538.0,458.0,259.0,4.7,0.5,,,60.0,,,,
2024-03-05,8.92,66.0,,,354.0,237.0,148.0,68.0,80.0,14.0,,,,,5.0,,,,
2024-03-05,7.71,87.0,,,2254.0,1510.0,979.0,526.0,453.0,267.0,4.8,0.5,,,61.0,,,,
2024-03-05,7.76,30.0,,,2850.0,1910.0,984.0,543.0,441.0,238.0,3.5,0.6,,,55.0,,,,
2024-03-06,7.51,41.0,,,2753.0,1845.0,971.0,522.0,449.0,223.0,2.9,0.6,,,49.0,,,,
2024-03-06,7.65,62.0,,,2218.0,1486.0,971.0,513.0,458.0,252.0,4.3,0.5,,,58.0,,,,
2024-03-06,8.48,47.0,,,335.0,225.0,154.0,84.0,70.0,18.0,,,,,5.0,,,,
2024-03-07,7.46,38.0,,,3090.0,2070.0,984.0,526.0,458.0,216.0,2.5,0.6,,,51.0,,,,
2024-03-07,7.43,59.0,,,2394.0,1604.0,954.0,517.0,437.0,231.0,4.1,0.5,,,50.0,,,,
2024-03-09,7.6,29.0,,,3448.0,2310.0,1128.0,585.0,543.0,259.0,3.2,0.5,,,53.0,,,,
2024-03-09,8.57,35.0,,,362.0,243.0,114.0,76.0,38.0,30.0,2.0,,,,4.1,,,,
2024-03-09,7.52,48.0,,,2363.0,1583.0,933.0,479.0,454.0,223.0,4.1,0.5,,,59.0,,,,
2024-03-10,8.59,29.0,,,377.0,253.0,127.0,76.0,51.0,36.0,1.7,,,,4.0,,,,
2024-03-11,7.14,60.0,,,2820.0,1890.0,988.0,526.0,462.0,238.0,4.3,0.5,,,61.0,,,,
2024-03-11,8.51,19.0,,,418.0,280.0,131.0,79.0,52.0,36.0,2.2,,,,4.3,,,,
2024-03-11,7.12,25.0,,,4641.0,3110.0,1433.0,789.0,644.0,303.0,3.8,0.5,,,67.0,,,,
2024-03-12,7.9,28.0,,,3403.0,2280.0,1412.0,776.0,636.0,274.0,3.6,0.6,,,61.0,,,,
